1-2 1-67,67-2
1-52 1-67,67-66,66-82,82-78,78-79,79-52
1-53 1-67,67-65,65-81,81-77,77-79,79-53
1-53 1-67,67-65,65-83,83-77,77-79,79-53
1-53 1-67,67-66,66-84,84-78,78-79,79-53
1-53 1-67,67-66,66-82,82-78,78-79,79-53
1-54 1-67,67-65,65-81,81-77,77-79,79-54
1-54 1-67,67-65,65-83,83-77,77-79,79-54
1-54 1-67,67-66,66-84,84-78,78-79,79-54
1-54 1-67,67-66,66-82,82-78,78-79,79-54
1-55 1-67,67-65,65-81,81-77,77-79,79-55
1-55 1-67,67-65,65-83,83-77,77-79,79-55
1-55 1-67,67-66,66-84,84-78,78-79,79-55
1-55 1-67,67-66,66-82,82-78,78-79,79-55
1-56 1-67,67-65,65-81,81-77,77-79,79-56
1-56 1-67,67-65,65-83,83-77,77-79,79-56
1-56 1-67,67-66,66-84,84-78,78-79,79-56
1-56 1-67,67-66,66-82,82-78,78-79,79-56
1-57 1-67,67-65,65-81,81-77,77-80,80-57
1-57 1-67,67-65,65-83,83-77,77-80,80-57
1-57 1-67,67-66,66-84,84-78,78-80,80-57
1-57 1-67,67-66,66-82,82-78,78-80,80-57
1-58 1-67,67-65,65-81,81-77,77-80,80-58
1-58 1-67,67-65,65-83,83-77,77-80,80-58
1-58 1-67,67-66,66-84,84-78,78-80,80-58
1-58 1-67,67-66,66-82,82-78,78-80,80-58
1-59 1-67,67-65,65-81,81-77,77-80,80-59
1-59 1-67,67-65,65-83,83-77,77-80,80-59
1-59 1-67,67-66,66-84,84-78,78-80,80-59
1-59 1-67,67-66,66-82,82-78,78-80,80-59
1-60 1-67,67-65,65-81,81-77,77-80,80-60
1-60 1-67,67-65,65-83,83-77,77-80,80-60
1-60 1-67,67-66,66-84,84-78,78-80,80-60
1-60 1-67,67-66,66-82,82-78,78-80,80-60
1-61 1-67,67-65,65-81,81-77,77-80,80-61
1-61 1-67,67-65,65-83,83-77,77-80,80-61
1-61 1-67,67-66,66-84,84-78,78-80,80-61
1-61 1-67,67-66,66-82,82-78,78-80,80-61
1-62 1-67,67-65,65-81,81-77,77-80,80-62
1-62 1-67,67-65,65-83,83-77,77-80,80-62
1-62 1-67,67-66,66-84,84-78,78-80,80-62
1-62 1-67,67-66,66-82,82-78,78-80,80-62
1-63 1-67,67-65,65-81,81-77,77-80,80-63
1-63 1-67,67-65,65-83,83-77,77-80,80-63
1-63 1-67,67-66,66-84,84-78,78-80,80-63
1-63 1-67,67-66,66-82,82-78,78-80,80-63
1-64 1-67,67-65,65-81,81-77,77-80,80-64
1-64 1-67,67-65,65-83,83-77,77-80,80-64
1-64 1-67,67-66,66-84,84-78,78-80,80-64
1-64 1-67,67-66,66-82,82-78,78-80,80-64
2-1 2-67,67-1
2-3 2-67,67-3
2-4 2-67,67-4
2-5 2-67,67-5
2-6 2-67,67-6
2-7 2-67,67-7
2-8 2-67,67-8
2-9 2-67,67-65,65-68,68-9
2-9 2-67,67-66,66-68,68-9
2-10 2-67,67-65,65-68,68-10
2-10 2-67,67-66,66-68,68-10
2-11 2-67,67-65,65-68,68-11
2-11 2-67,67-66,66-68,68-11
2-12 2-67,67-65,65-68,68-12
2-12 2-67,67-66,66-68,68-12
2-13 2-67,67-65,65-68,68-13
2-13 2-67,67-66,66-68,68-13
2-14 2-67,67-65,65-68,68-14
2-14 2-67,67-66,66-68,68-14
2-15 2-67,67-65,65-68,68-15
2-15 2-67,67-66,66-68,68-15
2-16 2-67,67-65,65-68,68-16
2-16 2-67,67-66,66-68,68-16
2-17 2-67,67-65,65-81,81-69,69-71,71-17
2-17 2-67,67-65,65-83,83-69,69-71,71-17
2-17 2-67,67-66,66-84,84-70,70-71,71-17
2-17 2-67,67-66,66-82,82-70,70-71,71-17
2-18 2-67,67-65,65-81,81-69,69-71,71-18
2-18 2-67,67-65,65-83,83-69,69-71,71-18
2-18 2-67,67-66,66-84,84-70,70-71,71-18
2-18 2-67,67-66,66-82,82-70,70-71,71-18
2-19 2-67,67-65,65-81,81-69,69-71,71-19
2-19 2-67,67-65,65-83,83-69,69-71,71-19
2-19 2-67,67-66,66-84,84-70,70-71,71-19
2-19 2-67,67-66,66-82,82-70,70-71,71-19
2-20 2-67,67-65,65-81,81-69,69-71,71-20
2-20 2-67,67-65,65-83,83-69,69-71,71-20
2-20 2-67,67-66,66-84,84-70,70-71,71-20
2-20 2-67,67-66,66-82,82-70,70-71,71-20
2-21 2-67,67-65,65-81,81-69,69-71,71-21
2-21 2-67,67-65,65-83,83-69,69-71,71-21
2-21 2-67,67-66,66-84,84-70,70-71,71-21
2-21 2-67,67-66,66-82,82-70,70-71,71-21
2-22 2-67,67-65,65-81,81-69,69-71,71-22
2-22 2-67,67-65,65-83,83-69,69-71,71-22
2-22 2-67,67-66,66-84,84-70,70-71,71-22
2-22 2-67,67-66,66-82,82-70,70-71,71-22
2-23 2-67,67-65,65-81,81-69,69-71,71-23
2-23 2-67,67-65,65-83,83-69,69-71,71-23
2-23 2-67,67-66,66-84,84-70,70-71,71-23
2-23 2-67,67-66,66-82,82-70,70-71,71-23
2-24 2-67,67-65,65-81,81-69,69-71,71-24
2-24 2-67,67-65,65-83,83-69,69-71,71-24
2-24 2-67,67-66,66-84,84-70,70-71,71-24
2-24 2-67,67-66,66-82,82-70,70-71,71-24
2-25 2-67,67-65,65-81,81-69,69-72,72-25
2-25 2-67,67-65,65-83,83-69,69-72,72-25
2-25 2-67,67-66,66-84,84-70,70-72,72-25
2-25 2-67,67-66,66-82,82-70,70-72,72-25
2-26 2-67,67-65,65-81,81-69,69-72,72-26
2-26 2-67,67-65,65-83,83-69,69-72,72-26
2-26 2-67,67-66,66-84,84-70,70-72,72-26
2-26 2-67,67-66,66-82,82-70,70-72,72-26
2-27 2-67,67-65,65-81,81-69,69-72,72-27
2-27 2-67,67-65,65-83,83-69,69-72,72-27
2-27 2-67,67-66,66-84,84-70,70-72,72-27
2-27 2-67,67-66,66-82,82-70,70-72,72-27
2-28 2-67,67-65,65-81,81-69,69-72,72-28
2-28 2-67,67-65,65-83,83-69,69-72,72-28
2-28 2-67,67-66,66-84,84-70,70-72,72-28
2-28 2-67,67-66,66-82,82-70,70-72,72-28
2-29 2-67,67-65,65-81,81-69,69-72,72-29
2-29 2-67,67-65,65-83,83-69,69-72,72-29
2-29 2-67,67-66,66-84,84-70,70-72,72-29
2-29 2-67,67-66,66-82,82-70,70-72,72-29
2-30 2-67,67-65,65-81,81-69,69-72,72-30
2-30 2-67,67-65,65-83,83-69,69-72,72-30
2-30 2-67,67-66,66-84,84-70,70-72,72-30
2-30 2-67,67-66,66-82,82-70,70-72,72-30
2-31 2-67,67-65,65-81,81-69,69-72,72-31
2-31 2-67,67-65,65-83,83-69,69-72,72-31
2-31 2-67,67-66,66-84,84-70,70-72,72-31
2-31 2-67,67-66,66-82,82-70,70-72,72-31
2-32 2-67,67-65,65-81,81-69,69-72,72-32
2-32 2-67,67-65,65-83,83-69,69-72,72-32
2-32 2-67,67-66,66-84,84-70,70-72,72-32
2-32 2-67,67-66,66-82,82-70,70-72,72-32
2-33 2-67,67-65,65-81,81-73,73-75,75-33
2-33 2-67,67-65,65-83,83-73,73-75,75-33
2-33 2-67,67-66,66-84,84-74,74-75,75-33
2-33 2-67,67-66,66-82,82-74,74-75,75-33
2-34 2-67,67-65,65-81,81-73,73-75,75-34
2-34 2-67,67-65,65-83,83-73,73-75,75-34
2-34 2-67,67-66,66-84,84-74,74-75,75-34
2-34 2-67,67-66,66-82,82-74,74-75,75-34
2-35 2-67,67-65,65-81,81-73,73-75,75-35
2-35 2-67,67-65,65-83,83-73,73-75,75-35
2-35 2-67,67-66,66-84,84-74,74-75,75-35
2-35 2-67,67-66,66-82,82-74,74-75,75-35
2-36 2-67,67-65,65-81,81-73,73-75,75-36
2-36 2-67,67-65,65-83,83-73,73-75,75-36
2-36 2-67,67-66,66-84,84-74,74-75,75-36
2-36 2-67,67-66,66-82,82-74,74-75,75-36
2-37 2-67,67-65,65-81,81-73,73-75,75-37
2-37 2-67,67-65,65-83,83-73,73-75,75-37
2-37 2-67,67-66,66-84,84-74,74-75,75-37
2-37 2-67,67-66,66-82,82-74,74-75,75-37
2-38 2-67,67-65,65-81,81-73,73-75,75-38
2-38 2-67,67-65,65-83,83-73,73-75,75-38
2-38 2-67,67-66,66-84,84-74,74-75,75-38
2-38 2-67,67-66,66-82,82-74,74-75,75-38
2-39 2-67,67-65,65-81,81-73,73-75,75-39
2-39 2-67,67-65,65-83,83-73,73-75,75-39
2-39 2-67,67-66,66-84,84-74,74-75,75-39
2-39 2-67,67-66,66-82,82-74,74-75,75-39
2-40 2-67,67-65,65-81,81-73,73-75,75-40
2-40 2-67,67-65,65-83,83-73,73-75,75-40
2-40 2-67,67-66,66-84,84-74,74-75,75-40
2-40 2-67,67-66,66-82,82-74,74-75,75-40
2-41 2-67,67-65,65-81,81-73,73-76,76-41
2-41 2-67,67-65,65-83,83-73,73-76,76-41
2-41 2-67,67-66,66-84,84-74,74-76,76-41
2-41 2-67,67-66,66-82,82-74,74-76,76-41
2-42 2-67,67-65,65-81,81-73,73-76,76-42
2-42 2-67,67-65,65-83,83-73,73-76,76-42
2-42 2-67,67-66,66-84,84-74,74-76,76-42
2-42 2-67,67-66,66-82,82-74,74-76,76-42
2-43 2-67,67-65,65-81,81-73,73-76,76-43
2-43 2-67,67-65,65-83,83-73,73-76,76-43
2-43 2-67,67-66,66-84,84-74,74-76,76-43
2-43 2-67,67-66,66-82,82-74,74-76,76-43
2-44 2-67,67-65,65-81,81-73,73-76,76-44
2-44 2-67,67-65,65-83,83-73,73-76,76-44
2-44 2-67,67-66,66-84,84-74,74-76,76-44
2-44 2-67,67-66,66-82,82-74,74-76,76-44
2-45 2-67,67-65,65-81,81-73,73-76,76-45
2-45 2-67,67-65,65-83,83-73,73-76,76-45
2-45 2-67,67-66,66-84,84-74,74-76,76-45
2-45 2-67,67-66,66-82,82-74,74-76,76-45
2-46 2-67,67-65,65-81,81-73,73-76,76-46
2-46 2-67,67-65,65-83,83-73,73-76,76-46
2-46 2-67,67-66,66-84,84-74,74-76,76-46
2-46 2-67,67-66,66-82,82-74,74-76,76-46
2-47 2-67,67-65,65-81,81-73,73-76,76-47
2-47 2-67,67-65,65-83,83-73,73-76,76-47
2-47 2-67,67-66,66-84,84-74,74-76,76-47
2-47 2-67,67-66,66-82,82-74,74-76,76-47
2-48 2-67,67-65,65-81,81-73,73-76,76-48
2-48 2-67,67-65,65-83,83-73,73-76,76-48
2-48 2-67,67-66,66-84,84-74,74-76,76-48
2-48 2-67,67-66,66-82,82-74,74-76,76-48
2-49 2-67,67-65,65-81,81-77,77-79,79-49
2-49 2-67,67-65,65-83,83-77,77-79,79-49
2-49 2-67,67-66,66-84,84-78,78-79,79-49
2-49 2-67,67-66,66-82,82-78,78-79,79-49
2-50 2-67,67-65,65-81,81-77,77-79,79-50
2-50 2-67,67-65,65-83,83-77,77-79,79-50
2-50 2-67,67-66,66-84,84-78,78-79,79-50
2-50 2-67,67-66,66-82,82-78,78-79,79-50
2-51 2-67,67-65,65-81,81-77,77-79,79-51
2-51 2-67,67-65,65-83,83-77,77-79,79-51
2-51 2-67,67-66,66-84,84-78,78-79,79-51
2-51 2-67,67-66,66-82,82-78,78-79,79-51
2-52 2-67,67-65,65-81,81-77,77-79,79-52
2-52 2-67,67-65,65-83,83-77,77-79,79-52
2-52 2-67,67-66,66-84,84-78,78-79,79-52
2-52 2-67,67-66,66-82,82-78,78-79,79-52
2-53 2-67,67-65,65-81,81-77,77-79,79-53
2-53 2-67,67-65,65-83,83-77,77-79,79-53
2-53 2-67,67-66,66-84,84-78,78-79,79-53
2-53 2-67,67-66,66-82,82-78,78-79,79-53
2-54 2-67,67-65,65-81,81-77,77-79,79-54
2-54 2-67,67-65,65-83,83-77,77-79,79-54
2-54 2-67,67-66,66-84,84-78,78-79,79-54
2-54 2-67,67-66,66-82,82-78,78-79,79-54
2-55 2-67,67-65,65-81,81-77,77-79,79-55
2-55 2-67,67-65,65-83,83-77,77-79,79-55
2-55 2-67,67-66,66-84,84-78,78-79,79-55
2-55 2-67,67-66,66-82,82-78,78-79,79-55
2-56 2-67,67-65,65-81,81-77,77-79,79-56
2-56 2-67,67-65,65-83,83-77,77-79,79-56
2-56 2-67,67-66,66-84,84-78,78-79,79-56
2-56 2-67,67-66,66-82,82-78,78-79,79-56
2-57 2-67,67-65,65-81,81-77,77-80,80-57
2-57 2-67,67-65,65-83,83-77,77-80,80-57
2-57 2-67,67-66,66-84,84-78,78-80,80-57
2-57 2-67,67-66,66-82,82-78,78-80,80-57
2-58 2-67,67-65,65-81,81-77,77-80,80-58
2-58 2-67,67-65,65-83,83-77,77-80,80-58
2-58 2-67,67-66,66-84,84-78,78-80,80-58
2-58 2-67,67-66,66-82,82-78,78-80,80-58
2-59 2-67,67-65,65-81,81-77,77-80,80-59
2-59 2-67,67-65,65-83,83-77,77-80,80-59
2-59 2-67,67-66,66-84,84-78,78-80,80-59
2-59 2-67,67-66,66-82,82-78,78-80,80-59
2-60 2-67,67-65,65-81,81-77,77-80,80-60
2-60 2-67,67-65,65-83,83-77,77-80,80-60
2-60 2-67,67-66,66-84,84-78,78-80,80-60
2-60 2-67,67-66,66-82,82-78,78-80,80-60
2-61 2-67,67-65,65-81,81-77,77-80,80-61
2-61 2-67,67-65,65-83,83-77,77-80,80-61
2-61 2-67,67-66,66-84,84-78,78-80,80-61
2-61 2-67,67-66,66-82,82-78,78-80,80-61
2-62 2-67,67-65,65-81,81-77,77-80,80-62
2-62 2-67,67-65,65-83,83-77,77-80,80-62
2-62 2-67,67-66,66-84,84-78,78-80,80-62
2-62 2-67,67-66,66-82,82-78,78-80,80-62
2-63 2-67,67-65,65-81,81-77,77-80,80-63
2-63 2-67,67-65,65-83,83-77,77-80,80-63
2-63 2-67,67-66,66-84,84-78,78-80,80-63
2-63 2-67,67-66,66-82,82-78,78-80,80-63
2-64 2-67,67-65,65-81,81-77,77-80,80-64
2-64 2-67,67-65,65-83,83-77,77-80,80-64
2-64 2-67,67-66,66-84,84-78,78-80,80-64
2-64 2-67,67-66,66-82,82-78,78-80,80-64
3-1 3-67,67-1
3-2 3-67,67-2
3-4 3-67,67-4
3-5 3-67,67-5
3-6 3-67,67-6
3-7 3-67,67-7
3-8 3-67,67-8
3-9 3-67,67-65,65-68,68-9
3-9 3-67,67-66,66-68,68-9
3-10 3-67,67-65,65-68,68-10
3-10 3-67,67-66,66-68,68-10
3-11 3-67,67-65,65-68,68-11
3-11 3-67,67-66,66-68,68-11
3-12 3-67,67-65,65-68,68-12
3-12 3-67,67-66,66-68,68-12
3-13 3-67,67-65,65-68,68-13
3-13 3-67,67-66,66-68,68-13
3-14 3-67,67-65,65-68,68-14
3-14 3-67,67-66,66-68,68-14
3-15 3-67,67-65,65-68,68-15
3-15 3-67,67-66,66-68,68-15
3-16 3-67,67-65,65-68,68-16
3-16 3-67,67-66,66-68,68-16
3-17 3-67,67-65,65-81,81-69,69-71,71-17
3-17 3-67,67-65,65-83,83-69,69-71,71-17
3-17 3-67,67-66,66-84,84-70,70-71,71-17
3-17 3-67,67-66,66-82,82-70,70-71,71-17
3-18 3-67,67-65,65-81,81-69,69-71,71-18
3-18 3-67,67-65,65-83,83-69,69-71,71-18
3-18 3-67,67-66,66-84,84-70,70-71,71-18
3-18 3-67,67-66,66-82,82-70,70-71,71-18
3-19 3-67,67-65,65-81,81-69,69-71,71-19
3-19 3-67,67-65,65-83,83-69,69-71,71-19
3-19 3-67,67-66,66-84,84-70,70-71,71-19
3-19 3-67,67-66,66-82,82-70,70-71,71-19
3-20 3-67,67-65,65-81,81-69,69-71,71-20
3-20 3-67,67-65,65-83,83-69,69-71,71-20
3-20 3-67,67-66,66-84,84-70,70-71,71-20
3-20 3-67,67-66,66-82,82-70,70-71,71-20
3-21 3-67,67-65,65-81,81-69,69-71,71-21
3-21 3-67,67-65,65-83,83-69,69-71,71-21
3-21 3-67,67-66,66-84,84-70,70-71,71-21
3-21 3-67,67-66,66-82,82-70,70-71,71-21
3-22 3-67,67-65,65-81,81-69,69-71,71-22
3-22 3-67,67-65,65-83,83-69,69-71,71-22
3-22 3-67,67-66,66-84,84-70,70-71,71-22
3-22 3-67,67-66,66-82,82-70,70-71,71-22
3-23 3-67,67-65,65-81,81-69,69-71,71-23
3-23 3-67,67-65,65-83,83-69,69-71,71-23
3-23 3-67,67-66,66-84,84-70,70-71,71-23
3-23 3-67,67-66,66-82,82-70,70-71,71-23
3-24 3-67,67-65,65-81,81-69,69-71,71-24
3-24 3-67,67-65,65-83,83-69,69-71,71-24
3-24 3-67,67-66,66-84,84-70,70-71,71-24
3-24 3-67,67-66,66-82,82-70,70-71,71-24
3-25 3-67,67-65,65-81,81-69,69-72,72-25
3-25 3-67,67-65,65-83,83-69,69-72,72-25
3-25 3-67,67-66,66-84,84-70,70-72,72-25
3-25 3-67,67-66,66-82,82-70,70-72,72-25
3-26 3-67,67-65,65-81,81-69,69-72,72-26
3-26 3-67,67-65,65-83,83-69,69-72,72-26
3-26 3-67,67-66,66-84,84-70,70-72,72-26
3-26 3-67,67-66,66-82,82-70,70-72,72-26
3-27 3-67,67-65,65-81,81-69,69-72,72-27
3-27 3-67,67-65,65-83,83-69,69-72,72-27
3-27 3-67,67-66,66-84,84-70,70-72,72-27
3-27 3-67,67-66,66-82,82-70,70-72,72-27
3-28 3-67,67-65,65-81,81-69,69-72,72-28
3-28 3-67,67-65,65-83,83-69,69-72,72-28
3-28 3-67,67-66,66-84,84-70,70-72,72-28
3-28 3-67,67-66,66-82,82-70,70-72,72-28
3-29 3-67,67-65,65-81,81-69,69-72,72-29
3-29 3-67,67-65,65-83,83-69,69-72,72-29
3-29 3-67,67-66,66-84,84-70,70-72,72-29
3-29 3-67,67-66,66-82,82-70,70-72,72-29
3-30 3-67,67-65,65-81,81-69,69-72,72-30
3-30 3-67,67-65,65-83,83-69,69-72,72-30
3-30 3-67,67-66,66-84,84-70,70-72,72-30
3-30 3-67,67-66,66-82,82-70,70-72,72-30
3-31 3-67,67-65,65-81,81-69,69-72,72-31
3-31 3-67,67-65,65-83,83-69,69-72,72-31
3-31 3-67,67-66,66-84,84-70,70-72,72-31
3-31 3-67,67-66,66-82,82-70,70-72,72-31
3-32 3-67,67-65,65-81,81-69,69-72,72-32
3-32 3-67,67-65,65-83,83-69,69-72,72-32
3-32 3-67,67-66,66-84,84-70,70-72,72-32
3-32 3-67,67-66,66-82,82-70,70-72,72-32
3-33 3-67,67-65,65-81,81-73,73-75,75-33
3-33 3-67,67-65,65-83,83-73,73-75,75-33
3-33 3-67,67-66,66-84,84-74,74-75,75-33
3-33 3-67,67-66,66-82,82-74,74-75,75-33
3-34 3-67,67-65,65-81,81-73,73-75,75-34
3-34 3-67,67-65,65-83,83-73,73-75,75-34
3-34 3-67,67-66,66-84,84-74,74-75,75-34
3-34 3-67,67-66,66-82,82-74,74-75,75-34
